"gene"	"adj.pval.sym_trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa19163"	0.00426584548125206	"Mcavernosa19163"	"KDM8_HUMAN^KDM8_HUMAN^Q:45-116,H:190-262^37.66%ID^E:4e-07^RecName: Full=JmjC domain-containing protein 5 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KDM8_BOVIN^KDM8_BOVIN^Q:14-125,H:145-265^28.1%ID^E:5e-07^RecName: Full=JmjC domain-containing protein 5 {ECO:0000250|UniProtKB:Q8N371};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa19163"	"1-927[+]"	"KDM8_HUMAN^KDM8_HUMAN^Q:45-116,H:190-262^37.66%ID^E:4e-07^RecName: Full=JmjC domain-containing protein 5 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`KDM8_BOVIN^KDM8_BOVIN^Q:14-125,H:145-265^28.1%ID^E:5e-07^RecName: Full=JmjC domain-containing protein 5 {ECO:0000250|UniProtKB:Q8N371};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF13621.5^Cupin_8^Cupin-like domain^48-104^E:1.9e-07`PF13202.5^EF-hand_5^EF hand^251-268^E:0.0015"	"sigP:1^18^0.585^YES"	"."	"ENOG410XQDR^Domain-Containing protein"	"KEGG:hsa:79831`KO:K10277"	"GO:0005694^cellular_component^chromosome`GO:0005829^cellular_component^cytosol`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0003682^molecular_function^chromatin binding`GO:0032452^molecular_function^histone demethylase activity`GO:0051864^molecular_function^histone demethylase activity (H3-K36 specific)`GO:0046872^molecular_function^metal ion binding`GO:0008233^molecular_function^peptidase activity`GO:0000086^biological_process^G2/M transition of mitotic cell cycle`GO:0070544^biological_process^histone H3-K36 demethylation`GO:0045893^biological_process^positive regulation of transcription, DNA-templated`GO:0006351^biological_process^transcription, DNA-templated"	"GO:0005509^molecular_function^calcium ion binding"	"."	"."	"Sc0000320"	249183	259140
"Mcavernosa23639"	0.00426584548125206	"Mcavernosa23639"	"."	"."	"Mcavernosa23639"	"1-992[+]"	"."	"."	"."	"ExpAA=19.76^PredHel=1^Topology=i187-209o"	"."	"."	"."	"."	"."	"."	"Sc0000900"	14084	33754
"Mcavernosa25265"	0.00426584548125206	"Mcavernosa25265"	"."	"."	"Mcavernosa25265"	"1-774[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000057"	462671	482602
"Mcavernosa09200"	0.00462146787973566	"Mcavernosa09200"	"TAF1A_RAT^TAF1A_RAT^Q:35-350,H:94-426^31.99%ID^E:3e-33^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`TAF1A_MOUSE^TAF1A_MOUSE^Q:15-350,H:66-426^30.65%ID^E:1e-32^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TAF1A_HUMAN^TAF1A_HUMAN^Q:10-350,H:60-425^28.87%ID^E:3e-31^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa09200"	"1-1535[+]"	"TAF1A_RAT^TAF1A_RAT^Q:35-350,H:94-426^31.99%ID^E:3e-33^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`TAF1A_MOUSE^TAF1A_MOUSE^Q:15-350,H:66-426^30.65%ID^E:1e-32^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`TAF1A_HUMAN^TAF1A_HUMAN^Q:10-350,H:60-425^28.87%ID^E:3e-31^RecName: Full=TATA box-binding protein-associated factor RNA polymerase I subunit A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF14929.5^TAF1_subA^TAF RNA Polymerase I subunit A^14-347^E:9e-44"	"."	"."	"ENOG410YWVA^TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa"	"KEGG:rno:360893`KO:K15212"	"GO:0000120^cellular_component^RNA polymerase I transcription factor complex`GO:0003677^molecular_function^DNA binding`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0006360^biological_process^transcription by RNA polymerase I"	"."	"."	"."	"Sc0000214"	184261	189978
"Mcavernosa21465"	0.00468029239919811	"Mcavernosa21465"	"ADAT3_HUMAN^ADAT3_HUMAN^Q:14-325,H:34-346^35.31%ID^E:9e-52^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ADAT3_DANRE^ADAT3_DANRE^Q:14-322,H:27-330^35.23%ID^E:1e-50^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`ADAT3_MOUSE^ADAT3_MOUSE^Q:14-323,H:35-343^33.43%ID^E:4e-46^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa21465"	"1-2244[+]"	"ADAT3_HUMAN^ADAT3_HUMAN^Q:14-325,H:34-346^35.31%ID^E:9e-52^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ADAT3_DANRE^ADAT3_DANRE^Q:14-322,H:27-330^35.23%ID^E:1e-50^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`ADAT3_MOUSE^ADAT3_MOUSE^Q:14-323,H:35-343^33.43%ID^E:4e-46^RecName: Full=Probable inactive tRNA-specific adenosine deaminase-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"."	"ExpAA=22.60^PredHel=1^Topology=o696-718i"	"COG0590^deaminase"	"KEGG:hsa:113179`KO:K15442"	"GO:0005654^cellular_component^nucleoplasm`GO:0003824^molecular_function^catalytic activity`GO:0046872^molecular_function^metal ion binding`GO:0009451^biological_process^RNA modification`GO:0008033^biological_process^tRNA processing"	"."	"."	"."	"Sc0000524"	53199	73400
"Mcavernosa01307"	0.00475041316758063	"Mcavernosa01307"	"."	"."	"Mcavernosa01307"	"1-444[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000017"	32240	32683
"Mcavernosa17894"	0.00486713125961604	"Mcavernosa17894"	"."	"."	"Mcavernosa17894"	"1-1462[+]"	"."	"PF00531.21^Death^Death domain^381-460^E:6.7e-08"	"."	"."	"."	"."	"."	"GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction"	"."	"."	"Sc0000667"	35857	57904
"Mcavernosa19968"	0.005431885978474	"Mcavernosa19968"	"PTPRS_RAT^PTPRS_RAT^Q:131-315,H:520-716^30.24%ID^E:5e-15^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`PTPRS_MOUSE^PTPRS_MOUSE^Q:131-315,H:520-716^30.24%ID^E:5e-15^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PTPRS_HUMAN^PTPRS_HUMAN^Q:131-315,H:533-729^27.8%ID^E:4e-13^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PTPRS_RAT^PTPRS_RAT^Q:157-315,H:350-520^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`PTPRS_MOUSE^PTPRS_MOUSE^Q:157-315,H:350-520^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PTPRS_HUMAN^PTPRS_HUMAN^Q:157-315,H:363-533^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa19968"	"1-1008[+]"	"PTPRS_RAT^PTPRS_RAT^Q:131-315,H:520-716^30.24%ID^E:5e-15^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`PTPRS_MOUSE^PTPRS_MOUSE^Q:131-315,H:520-716^30.24%ID^E:5e-15^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PTPRS_HUMAN^PTPRS_HUMAN^Q:131-315,H:533-729^27.8%ID^E:4e-13^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PTPRS_RAT^PTPRS_RAT^Q:157-315,H:350-520^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`PTPRS_MOUSE^PTPRS_MOUSE^Q:157-315,H:350-520^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PTPRS_HUMAN^PTPRS_HUMAN^Q:157-315,H:363-533^28.57%ID^E:1e-05^RecName: Full=Receptor-type tyrosine-protein phosphatase S;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00041.20^fn3^Fibronectin type III domain^131-202^E:4.3e-12`PF00041.20^fn3^Fibronectin type III domain^220-293^E:1.1e-08"	"."	"."	"COG5599^protein tyrosine phosphatase"	"KEGG:rno:25529`KO:K06778"	"GO:0030424^cellular_component^axon`GO:0030054^cellular_component^cell junction`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0030285^cellular_component^integral component of synaptic vesicle membrane`GO:0043204^cellular_component^perikaryon`GO:0035374^molecular_function^chondroitin sulfate binding`GO:0043395^molecular_function^heparan sulfate proteoglycan binding`GO:0008201^molecular_function^heparin binding`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0007155^biological_process^cell adhesion`GO:0030517^biological_process^negative regulation of axon extension`GO:0048681^biological_process^negative regulation of axon regeneration`GO:0048671^biological_process^negative regulation of collateral sprouting`GO:0061000^biological_process^negative regulation of dendritic spine development`GO:0010977^biological_process^negative regulation of neuron projection development"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000348"	271885	278633
"Mcavernosa21462"	0.00571384840401933	"Mcavernosa21462"	"."	"."	"Mcavernosa21462"	"1-804[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000523"	174377	177963
"Mcavernosa10960"	0.00587353782405359	"Mcavernosa10960"	"AP2S1_RAT^AP2S1_RAT^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AP2S1_PONAB^AP2S1_PONAB^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`AP2S1_MOUSE^AP2S1_MOUSE^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa10960"	"1-891[+]"	"AP2S1_RAT^AP2S1_RAT^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`AP2S1_PONAB^AP2S1_PONAB^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`AP2S1_MOUSE^AP2S1_MOUSE^Q:61-111,H:1-51^96.08%ID^E:8e-27^RecName: Full=AP-2 complex subunit sigma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF01217.19^Clat_adaptor_s^Clathrin adaptor complex small chain^61-112^E:9.7e-16"	"."	"."	"COG5030^Adaptor-related protein complex"	"KEGG:rno:65046`KO:K11827"	"GO:0030122^cellular_component^AP-2 adaptor complex`GO:0005886^cellular_component^plasma membrane`GO:0008565^molecular_function^protein transporter activity`GO:0006897^biological_process^endocytosis`GO:0006886^biological_process^intracellular protein transport"	"."	"."	"."	"Sc0000446"	12829	30520
"Mcavernosa21634"	0.00587353782405359	"Mcavernosa21634"	"YRD6_CAEEL^YRD6_CAEEL^Q:965-1252,H:717-1005^28.33%ID^E:2e-30^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`YI31B_YEAST^YI31B_YEAST^Q:620-1353,H:769-1465^23.12%ID^E:7e-26^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:620-1353,H:743-1439^23%ID^E:3e-25^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"	"."	"Mcavernosa21634"	"1-4479[+]"	"YRD6_CAEEL^YRD6_CAEEL^Q:965-1252,H:717-1005^28.33%ID^E:2e-30^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`YI31B_YEAST^YI31B_YEAST^Q:620-1353,H:769-1465^23.12%ID^E:7e-26^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:620-1353,H:743-1439^23%ID^E:3e-25^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"	"PF00665.25^rve^Integrase core domain^1097-1200^E:3.2e-12"	"."	"."	"."	"."	"GO:0003676^molecular_function^nucleic acid binding`GO:0008270^molecular_function^zinc ion binding`GO:0015074^biological_process^DNA integration"	"GO:0015074^biological_process^DNA integration"	"."	"."	"xpSc0004691"	194496	199380
"Mcavernosa01499"	0.00647044868026366	"Mcavernosa01499"	"KATL2_XENLA^KATL2_XENLA^Q:39-442,H:110-505^59.66%ID^E:3e-158^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KATL2_MOUSE^KATL2_MOUSE^Q:4-442,H:2-539^48.44%ID^E:4e-155^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KATL2_HUMAN^KATL2_HUMAN^Q:44-442,H:116-538^55.06%ID^E:2e-153^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa01499"	"1-2677[+]"	"KATL2_XENLA^KATL2_XENLA^Q:39-442,H:110-505^59.66%ID^E:3e-158^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`KATL2_MOUSE^KATL2_MOUSE^Q:4-442,H:2-539^48.44%ID^E:4e-155^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KATL2_HUMAN^KATL2_HUMAN^Q:44-442,H:116-538^55.06%ID^E:2e-153^RecName: Full=Katanin p60 ATPase-containing subunit A-like 2 {ECO:0000255|HAMAP-Rule:MF_03025};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00004.28^AAA^ATPase family associated with various cellular activities (AAA)^223-311^E:6.5e-25`PF05496.11^RuvB_N^Holliday junction DNA helicase ruvB N-terminus^223-291^E:0.00011"	"."	"."	"."	"KEGG:xla:734847`KO:K07767"	"GO:0005737^cellular_component^cytoplasm`GO:0005874^cellular_component^microtubule`GO:0005819^cellular_component^spindle`GO:0000922^cellular_component^spindle pole`GO:0005524^molecular_function^ATP binding`GO:0008568^molecular_function^microtubule-severing ATPase activity"	"GO:0005524^molecular_function^ATP binding`GO:0009378^molecular_function^four-way junction helicase activity`GO:0006281^biological_process^DNA repair`GO:0006310^biological_process^DNA recombination"	"."	"."	"Sc0000018"	730621	746016
"Mcavernosa02474"	0.00661877604531879	"Mcavernosa02474"	"."	"."	"Mcavernosa02474"	"1-1263[+]"	"."	"PF05380.12^Peptidase_A17^Pao retrotransposon peptidase^329-419^E:1.5e-23"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000076"	563500	566946
"Mcavernosa30210"	0.00670076006134345	"Mcavernosa30210"	"NSUN5_HUMAN^NSUN5_HUMAN^Q:18-209,H:17-251^37.82%ID^E:8e-36^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NSUN5_MOUSE^NSUN5_MOUSE^Q:18-209,H:17-251^37.82%ID^E:3e-33^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RCM1_SCHPO^RCM1_SCHPO^Q:4-204,H:3-235^27.35%ID^E:7e-15^RecName: Full=25S rRNA (cytosine-C(5))-methyltransferase rcm1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"."	"Mcavernosa30210"	"1-627[+]"	"NSUN5_HUMAN^NSUN5_HUMAN^Q:18-209,H:17-251^37.82%ID^E:8e-36^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NSUN5_MOUSE^NSUN5_MOUSE^Q:18-209,H:17-251^37.82%ID^E:3e-33^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RCM1_SCHPO^RCM1_SCHPO^Q:4-204,H:3-235^27.35%ID^E:7e-15^RecName: Full=25S rRNA (cytosine-C(5))-methyltransferase rcm1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"."	"."	"."	"COG0144^nOP2 Sun"	"KEGG:hsa:55695`KO:K15264"	"GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0003723^molecular_function^RNA binding`GO:0008173^molecular_function^RNA methyltransferase activity`GO:0008757^molecular_function^S-adenosylmethionine-dependent methyltransferase activity`GO:0070475^biological_process^rRNA base methylation"	"."	"."	"."	"Sc0001088"	580	7910
