"gene"	"adj.pval.trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa23241"	0.0355482301583576	"Mcavernosa23241"	"ATTY_MOUSE^ATTY_MOUSE^Q:2-390,H:34-441^52.94%ID^E:1e-158^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ATTY_RAT^ATTY_RAT^Q:4-390,H:36-441^52.71%ID^E:6e-156^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ATTY_HUMAN^ATTY_HUMAN^Q:4-390,H:36-441^52.22%ID^E:4e-154^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa23241"	"1-2085[+]"	"ATTY_MOUSE^ATTY_MOUSE^Q:2-390,H:34-441^52.94%ID^E:1e-158^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ATTY_RAT^ATTY_RAT^Q:4-390,H:36-441^52.71%ID^E:6e-156^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`ATTY_HUMAN^ATTY_HUMAN^Q:4-390,H:36-441^52.22%ID^E:4e-154^RecName: Full=Tyrosine aminotransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00155.20^Aminotran_1_2^Aminotransferase class I and II^40-383^E:2.5e-54`PF01212.20^Beta_elim_lyase^Beta-eliminating lyase^57-215^E:1e-07`PF01041.16^DegT_DnrJ_EryC1^DegT/DnrJ/EryC1/StrS aminotransferase family^106-215^E:7.6e-06"	"."	"."	"COG0436^aminotransferase"	"KEGG:mmu:234724`KO:K00815"	"GO:0005739^cellular_component^mitochondrion`GO:0016597^molecular_function^amino acid binding`GO:0004838^molecular_function^L-tyrosine:2-oxoglutarate aminotransferase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0006103^biological_process^2-oxoglutarate metabolic process`GO:0009058^biological_process^biosynthetic process`GO:0006520^biological_process^cellular amino acid metabolic process`GO:0006536^biological_process^glutamate metabolic process`GO:0006559^biological_process^L-phenylalanine catabolic process`GO:0051384^biological_process^response to glucocorticoid`GO:0046689^biological_process^response to mercury ion`GO:0014070^biological_process^response to organic cyclic compound`GO:0006979^biological_process^response to oxidative stress`GO:0006572^biological_process^tyrosine catabolic process"	"GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0009058^biological_process^biosynthetic process`GO:0016829^molecular_function^lyase activity`GO:0006520^biological_process^cellular amino acid metabolic process"	"."	"."	"Sc0000723"	51042	59788
"Mcavernosa13010"	0.0357481939045266	"Mcavernosa13010"	"."	"."	"Mcavernosa13010"	"1-2852[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000150"	419939	423675
"Mcavernosa21149"	0.035826913439989	"Mcavernosa21149"	"ARI5B_CHICK^ARI5B_CHICK^Q:9-228,H:1-258^35.52%ID^E:1e-38^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`ARI5B_MOUSE^ARI5B_MOUSE^Q:9-228,H:1-256^33.85%ID^E:3e-37^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ARI5B_BOVIN^ARI5B_BOVIN^Q:9-228,H:1-259^33.2%ID^E:2e-36^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ARI5B_CHICK^ARI5B_CHICK^Q:605-649,H:371-415^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`ARI5B_MOUSE^ARI5B_MOUSE^Q:605-649,H:369-413^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ARI5B_BOVIN^ARI5B_BOVIN^Q:605-649,H:372-416^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa21149"	"1-5373[+]"	"ARI5B_CHICK^ARI5B_CHICK^Q:9-228,H:1-258^35.52%ID^E:1e-38^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`ARI5B_MOUSE^ARI5B_MOUSE^Q:9-228,H:1-256^33.85%ID^E:3e-37^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ARI5B_BOVIN^ARI5B_BOVIN^Q:9-228,H:1-259^33.2%ID^E:2e-36^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ARI5B_CHICK^ARI5B_CHICK^Q:605-649,H:371-415^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`ARI5B_MOUSE^ARI5B_MOUSE^Q:605-649,H:369-413^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ARI5B_BOVIN^ARI5B_BOVIN^Q:605-649,H:372-416^55.56%ID^E:3e-09^RecName: Full=AT-rich interactive domain-containing protein 5B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"."	"."	"ENOG4110NWK^AT rich interactive domain 5B (MRF1-like)"	"KEGG:gga:423661"	"GO:0005634^cellular_component^nucleus`GO:0003713^molecular_function^transcription coactivator activity`GO:0044212^molecular_function^transcription regulatory region DNA binding`GO:0060612^biological_process^adipose tissue development`GO:0051091^biological_process^positive regulation of DNA-binding transcription factor activity`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0006351^biological_process^transcription, DNA-templated"	"."	"."	"."	"Sc0000508"	161815	174553
"Mcavernosa33357"	0.0359699041365783	"Mcavernosa33357"	"."	"."	"Mcavernosa33357"	"1-879[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0001270"	10086	13477
"Mcavernosa22953"	0.0366322072113857	"Mcavernosa22953"	"."	"."	"Mcavernosa22953"	"1-192[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000697"	58077	88346
"Mcavernosa09985"	0.0434845615371898	"Mcavernosa09985"	"."	"."	"Mcavernosa09985"	"1-468[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000488"	162754	182253
"Mcavernosa28546"	0.0460646988776986	"Mcavernosa28546"	"APC1_HUMAN^APC1_HUMAN^Q:1-919,H:11-1026^27.7%ID^E:1e-80^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:1-695,H:11-771^30.47%ID^E:1e-76^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_HUMAN^APC1_HUMAN^Q:920-1257,H:1084-1495^39.76%ID^E:5e-69^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:920-1257,H:1084-1495^39.18%ID^E:4e-68^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_ARATH^APC1_ARATH^Q:765-1251,H:731-1278^27.69%ID^E:1e-36^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`APC1_MOUSE^APC1_MOUSE^Q:1243-1443,H:1727-1931^28.3%ID^E:2e-14^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_HUMAN^APC1_HUMAN^Q:1243-1412,H:1727-1901^29.14%ID^E:3e-13^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:679-815,H:844-984^28.77%ID^E:1e-08^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa28546"	"1-4874[+]"	"APC1_HUMAN^APC1_HUMAN^Q:1-919,H:11-1026^27.7%ID^E:1e-80^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:1-695,H:11-771^30.47%ID^E:1e-76^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_HUMAN^APC1_HUMAN^Q:920-1257,H:1084-1495^39.76%ID^E:5e-69^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:920-1257,H:1084-1495^39.18%ID^E:4e-68^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_ARATH^APC1_ARATH^Q:765-1251,H:731-1278^27.69%ID^E:1e-36^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`APC1_MOUSE^APC1_MOUSE^Q:1243-1443,H:1727-1931^28.3%ID^E:2e-14^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC1_HUMAN^APC1_HUMAN^Q:1243-1412,H:1727-1901^29.14%ID^E:3e-13^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`APC1_MOUSE^APC1_MOUSE^Q:679-815,H:844-984^28.77%ID^E:1e-08^RecName: Full=Anaphase-promoting complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF12859.6^ANAPC1^Anaphase-promoting complex subunit 1^122-174^E:2.9e-09`PF01851.21^PC_rep^Proteasome/cyclosome repeat^1229-1259^E:0.00015"	"."	"."	"ENOG410XQ83^Anaphase promoting complex subunit 1"	"KEGG:hsa:64682`KO:K03348"	"GO:0005680^cellular_component^anaphase-promoting complex`GO:0005829^cellular_component^cytosol`GO:0005654^cellular_component^nucleoplasm`GO:0031145^biological_process^anaphase-promoting complex-dependent catabolic process`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0070979^biological_process^protein K11-linked ubiquitination"	"GO:0005680^cellular_component^anaphase-promoting complex"	"."	"."	"Sc0000189"	63526	107582
"Mcavernosa05323"	0.0491429005265401	"Mcavernosa05323"	"."	"."	"Mcavernosa05323"	"1-681[+]"	"."	"."	"."	"ExpAA=20.10^PredHel=1^Topology=i25-47o"	"."	"."	"."	"."	"."	"."	"Sc0000119"	475285	522091
"Mcavernosa29133"	0.0491429005265401	"Mcavernosa29133"	"."	"."	"Mcavernosa29133"	"1-242[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0001433"	892	8678
"Mcavernosa14493"	0.0498925241130527	"Mcavernosa14493"	"PEAM1_ARATH^PEAM1_ARATH^Q:3-225,H:229-491^45.63%ID^E:7e-70^RecName: Full=Phosphoethanolamine N-methyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PEAMT_SPIOL^PEAMT_SPIOL^Q:11-224,H:240-493^49.21%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia`PEAM3_ARATH^PEAM3_ARATH^Q:11-225,H:236-490^47.06%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"	"."	"Mcavernosa14493"	"1-988[+]"	"PEAM1_ARATH^PEAM1_ARATH^Q:3-225,H:229-491^45.63%ID^E:7e-70^RecName: Full=Phosphoethanolamine N-methyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PEAMT_SPIOL^PEAMT_SPIOL^Q:11-224,H:240-493^49.21%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia`PEAM3_ARATH^PEAM3_ARATH^Q:11-225,H:236-490^47.06%ID^E:5e-68^RecName: Full=Phosphoethanolamine N-methyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"	"PF02353.19^CMAS^Mycolic acid cyclopropane synthetase^45-103^E:2.7e-11`PF01209.17^Ubie_methyltran^ubiE/COQ5 methyltransferase family^49-102^E:1.6e-05`PF13649.5^Methyltransf_25^Methyltransferase domain^60-155^E:7e-09`PF08241.11^Methyltransf_11^Methyltransferase domain^61-101^E:0.00011"	"."	"."	"ENOG410XP5G^Methyltransferase"	"KEGG:ath:AT3G18000`KO:K05929"	"GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0008168^molecular_function^methyltransferase activity`GO:0000234^molecular_function^phosphoethanolamine N-methyltransferase activity`GO:0042425^biological_process^choline biosynthetic process`GO:0006656^biological_process^phosphatidylcholine biosynthetic process`GO:0009555^biological_process^pollen development`GO:0009860^biological_process^pollen tube growth`GO:0010183^biological_process^pollen tube guidance`GO:0048528^biological_process^post-embryonic root development`GO:0009826^biological_process^unidimensional cell growth"	"GO:0008168^molecular_function^methyltransferase activity`GO:0008152^biological_process^metabolic process"	"."	"."	"Sc0000220"	458355	464654
